Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1315,609692 (1315),"9/30/2017 - 12/31/2017, Every day, Daily Average",4503,3699,5480
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1320,609694 (1320),"9/30/2017 - 12/31/2017, Every day, Daily Average",4722,3889,5733
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1369,609624 (1369),"9/30/2017 - 12/31/2017, Every day, Daily Average",3606,2885,4505
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1517,609682 (1517),"9/30/2017 - 12/31/2017, Every day, Daily Average",4017,3206,5032
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1540,609691 (1540),"9/30/2017 - 12/31/2017, Every day, Daily Average",4206,3451,5125
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1597,609683 (1597),"9/30/2017 - 12/31/2017, Every day, Daily Average",4028,3296,4921
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1643,609671 (1643),"9/30/2017 - 12/31/2017, Every day, Daily Average",3872,3133,4785
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1673,609595 (1673),"9/30/2017 - 12/31/2017, Every day, Daily Average",3743,3053,4587
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1680,609631 (1680),"9/30/2017 - 12/31/2017, Every day, Daily Average",3742,3048,4593
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1682,609636 (1682),"9/30/2017 - 12/31/2017, Every day, Daily Average",3683,2953,4592
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1688,609638 (1688),"9/30/2017 - 12/31/2017, Every day, Daily Average",3792,3064,4692
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1695,609601 (1695),"9/30/2017 - 12/31/2017, Every day, Daily Average",3738,3017,4630
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1703,609604 (1703),"9/30/2017 - 12/31/2017, Every day, Daily Average",3957,3151,4968
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1704,609606 (1704),"9/30/2017 - 12/31/2017, Every day, Daily Average",3742,3017,4641
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1715,609605 (1715),"9/30/2017 - 12/31/2017, Every day, Daily Average",3687,2962,4588
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1723,609625 (1723),"9/30/2017 - 12/31/2017, Every day, Daily Average",3670,2941,4579
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1741,709812 (1741),"9/30/2017 - 12/31/2017, Every day, Daily Average",4395,3591,5378
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1749,709814 (1749),"9/30/2017 - 12/31/2017, Every day, Daily Average",4417,3588,5436
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1757,709815 (1757),"9/30/2017 - 12/31/2017, Every day, Daily Average",4416,3626,5377
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1762,609464 (1762),"9/30/2017 - 12/31/2017, Every day, Daily Average",3533,2825,4417
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1772,709763 (1772),"9/30/2017 - 12/31/2017, Every day, Daily Average",4322,3527,5295
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1774,609452 (1774),"9/30/2017 - 12/31/2017, Every day, Daily Average",3510,2793,4410
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1786,609332 (1786),"9/30/2017 - 12/31/2017, Every day, Daily Average",3082,2254,4212
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1789,709764 (1789),"9/30/2017 - 12/31/2017, Every day, Daily Average",4199,3375,5223
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1801,709768 (1801),"9/30/2017 - 12/31/2017, Every day, Daily Average",4362,3513,5415
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1806,609451 (1806),"9/30/2017 - 12/31/2017, Every day, Daily Average",3474,2768,4359
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1809,709782 (1809),"9/30/2017 - 12/31/2017, Every day, Daily Average",4372,3481,5490
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1816,709783 (1816),"9/30/2017 - 12/31/2017, Every day, Daily Average",4315,3451,5393
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1824,709787 (1824),"9/30/2017 - 12/31/2017, Every day, Daily Average",4267,3435,5299
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1825,609461 (1825),"9/30/2017 - 12/31/2017, Every day, Daily Average",3400,2725,4241
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1847,709788 (1847),"9/30/2017 - 12/31/2017, Every day, Daily Average",4152,3225,5344
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1849,709736 (1849),"9/30/2017 - 12/31/2017, Every day, Daily Average",4212,3313,5354
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1860,609342 (1860),"9/30/2017 - 12/31/2017, Every day, Daily Average",3096,2467,3884
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1862,709712 (1862),"9/30/2017 - 12/31/2017, Every day, Daily Average",3832,2947,4982
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1863,709738 (1863),"9/30/2017 - 12/31/2017, Every day, Daily Average",4163,3288,5270
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1864,709739 (1864),"9/30/2017 - 12/31/2017, Every day, Daily Average",4076,3149,5275
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1865,709721 (1865),"9/30/2017 - 12/31/2017, Every day, Daily Average",4167,3280,5292
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1877,609470 (1877),"9/30/2017 - 12/31/2017, Every day, Daily Average",3252,2636,4011
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1915,709713 (1915),"9/30/2017 - 12/31/2017, Every day, Daily Average",3795,2947,4886
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1919,609434 (1919),"9/30/2017 - 12/31/2017, Every day, Daily Average",3234,2587,4042
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1938,609334 (1938),"9/30/2017 - 12/31/2017, Every day, Daily Average",3088,2349,4058
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1951,609350 (1951),"9/30/2017 - 12/31/2017, Every day, Daily Average",3226,2562,4061
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1985,609322 (1985),"9/30/2017 - 12/31/2017, Every day, Daily Average",3019,2262,4028
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",1987,709716 (1987),"9/30/2017 - 12/31/2017, Every day, Daily Average",3090,2281,4184
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2006,709717 (2006),"9/30/2017 - 12/31/2017, Every day, Daily Average",3253,2472,4279
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2017,609281 (2017),"9/30/2017 - 12/31/2017, Every day, Daily Average",3107,2351,4105
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2019,609291 (2019),"9/30/2017 - 12/31/2017, Every day, Daily Average",3009,2264,3997
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2020,609301 (2020),"9/30/2017 - 12/31/2017, Every day, Daily Average",2817,2088,3799
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2022,609292 (2022),"9/30/2017 - 12/31/2017, Every day, Daily Average",2998,2243,4005
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2042,609303 (2042),"9/30/2017 - 12/31/2017, Every day, Daily Average",3004,2240,4027
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2044,609270 (2044),"9/30/2017 - 12/31/2017, Every day, Daily Average",2857,2111,3866
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2048,609310 (2048),"9/30/2017 - 12/31/2017, Every day, Daily Average",2866,2125,3865
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2054,609261 (2054),"9/30/2017 - 12/31/2017, Every day, Daily Average",2771,2024,3793
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2074,609250 (2074),"9/30/2017 - 12/31/2017, Every day, Daily Average",2692,1973,3671
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2076,609263 (2076),"9/30/2017 - 12/31/2017, Every day, Daily Average",2769,2024,3787
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2081,609241 (2081),"9/30/2017 - 12/31/2017, Every day, Daily Average",2674,1976,3616
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2092,609242 (2092),"9/30/2017 - 12/31/2017, Every day, Daily Average",2761,2010,3790
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2116,609152 (2116),"9/30/2017 - 12/31/2017, Every day, Daily Average",2675,1893,3778
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2117,609141 (2117),"9/30/2017 - 12/31/2017, Every day, Daily Average",2720,1976,3743
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2125,609142 (2125),"9/30/2017 - 12/31/2017, Every day, Daily Average",2636,1956,3550
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2142,609111 (2142),"9/30/2017 - 12/31/2017, Every day, Daily Average",2593,1902,3533
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2155,609102 (2155),"9/30/2017 - 12/31/2017, Every day, Daily Average",2547,1803,3597
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2158,609082 (2158),"9/30/2017 - 12/31/2017, Every day, Daily Average",2541,1848,3492
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2167,609070 (2167),"9/30/2017 - 12/31/2017, Every day, Daily Average",2413,1745,3335
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2171,609071 (2171),"9/30/2017 - 12/31/2017, Every day, Daily Average",2464,1792,3386
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2178,910582 (2178),"9/30/2017 - 12/31/2017, Every day, Daily Average",2649,2078,3376
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2189,507883 (2189),"9/30/2017 - 12/31/2017, Every day, Daily Average",2280,1628,3192
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2194,507892 (2194),"9/30/2017 - 12/31/2017, Every day, Daily Average",2347,1708,3225
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2213,507953 (2213),"9/30/2017 - 12/31/2017, Every day, Daily Average",2419,2005,2917
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2233,507871 (2233),"9/30/2017 - 12/31/2017, Every day, Daily Average",2288,1632,3207
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2249,910617 (2249),"9/30/2017 - 12/31/2017, Every day, Daily Average",2560,2013,3255
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2266,910615 (2266),"9/30/2017 - 12/31/2017, Every day, Daily Average",2534,1975,3250
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2273,910601 (2273),"9/30/2017 - 12/31/2017, Every day, Daily Average",2465,1974,3076
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2282,507954 (2282),"9/30/2017 - 12/31/2017, Every day, Daily Average",2401,1937,2975
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2315,507961 (2315),"9/30/2017 - 12/31/2017, Every day, Daily Average",2559,2057,3182
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2316,507861 (2316),"9/30/2017 - 12/31/2017, Every day, Daily Average",2183,1549,3074
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2318,910641 (2318),"9/30/2017 - 12/31/2017, Every day, Daily Average",2388,1945,2931
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2319,910613 (2319),"9/30/2017 - 12/31/2017, Every day, Daily Average",2381,1942,2918
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2320,507955 (2320),"9/30/2017 - 12/31/2017, Every day, Daily Average",2365,1917,2916
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2335,508720 (2335),"9/30/2017 - 12/31/2017, Every day, Daily Average",2815,2241,3535
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2336,910623 (2336),"9/30/2017 - 12/31/2017, Every day, Daily Average",2369,1902,2950
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2341,508713 (2341),"9/30/2017 - 12/31/2017, Every day, Daily Average",2695,2167,3350
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2342,508750 (2342),"9/30/2017 - 12/31/2017, Every day, Daily Average",2823,2287,3484
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2346,508811 (2346),"9/30/2017 - 12/31/2017, Every day, Daily Average",2912,2396,3537
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2355,507862 (2355),"9/30/2017 - 12/31/2017, Every day, Daily Average",2132,1528,2974
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2356,508812 (2356),"9/30/2017 - 12/31/2017, Every day, Daily Average",3002,2415,3731
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2380,507840 (2380),"9/30/2017 - 12/31/2017, Every day, Daily Average",2089,1485,2936
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2387,508831 (2387),"9/30/2017 - 12/31/2017, Every day, Daily Average",3003,2441,3694
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2398,910634 (2398),"9/30/2017 - 12/31/2017, Every day, Daily Average",2388,1936,2944
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2401,507971 (2401),"9/30/2017 - 12/31/2017, Every day, Daily Average",2425,1864,3153
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2414,507994 (2414),"9/30/2017 - 12/31/2017, Every day, Daily Average",2425,1876,3133
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2436,507833 (2436),"9/30/2017 - 12/31/2017, Every day, Daily Average",2113,1498,2979
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2441,910631 (2441),"9/30/2017 - 12/31/2017, Every day, Daily Average",2354,1887,2935
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2458,507991 (2458),"9/30/2017 - 12/31/2017, Every day, Daily Average",2616,1900,3601
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2462,507790 (2462),"9/30/2017 - 12/31/2017, Every day, Daily Average",1993,1404,2827
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2471,507784 (2471),"9/30/2017 - 12/31/2017, Every day, Daily Average",2035,1413,2928
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2475,507984 (2475),"9/30/2017 - 12/31/2017, Every day, Daily Average",2380,1857,3050
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2478,910791 (2478),"9/30/2017 - 12/31/2017, Every day, Daily Average",2304,1844,2878
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2492,507763 (2492),"9/30/2017 - 12/31/2017, Every day, Daily Average",1946,1375,2753
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2501,507751 (2501),"9/30/2017 - 12/31/2017, Every day, Daily Average",2093,1461,2996
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2508,910780 (2508),"9/30/2017 - 12/31/2017, Every day, Daily Average",2276,1837,2819
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2513,507981 (2513),"9/30/2017 - 12/31/2017, Every day, Daily Average",2332,1798,3024
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2543,508002 (2543),"9/30/2017 - 12/31/2017, Every day, Daily Average",2235,1764,2830
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2558,507996 (2558),"9/30/2017 - 12/31/2017, Every day, Daily Average",2603,1813,3735
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2559,507995 (2559),"9/30/2017 - 12/31/2017, Every day, Daily Average",2286,1750,2984
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2565,508092 (2565),"9/30/2017 - 12/31/2017, Every day, Daily Average",2286,1766,2959
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2576,507761 (2576),"9/30/2017 - 12/31/2017, Every day, Daily Average",1842,1298,2612
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2582,507740 (2582),"9/30/2017 - 12/31/2017, Every day, Daily Average",1992,1426,2782
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2584,507997 (2584),"9/30/2017 - 12/31/2017, Every day, Daily Average",2544,1821,3552
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2600,910771 (2600),"9/30/2017 - 12/31/2017, Every day, Daily Average",2283,1804,2888
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2614,508081 (2614),"9/30/2017 - 12/31/2017, Every day, Daily Average",2388,1823,3127
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2616,910793 (2616),"9/30/2017 - 12/31/2017, Every day, Daily Average",2228,1926,2577
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2626,910794 (2626),"9/30/2017 - 12/31/2017, Every day, Daily Average",2237,1762,2839
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2627,507998 (2627),"9/30/2017 - 12/31/2017, Every day, Daily Average",2471,1772,3444
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2628,508071 (2628),"9/30/2017 - 12/31/2017, Every day, Daily Average",2321,1713,3143
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2629,910812 (2629),"9/30/2017 - 12/31/2017, Every day, Daily Average",1909,1542,2362
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2634,508070 (2634),"9/30/2017 - 12/31/2017, Every day, Daily Average",2296,1774,2970
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2638,910814 (2638),"9/30/2017 - 12/31/2017, Every day, Daily Average",2190,1735,2763
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2667,508261 (2667),"9/30/2017 - 12/31/2017, Every day, Daily Average",2399,1741,3304
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2669,507712 (2669),"9/30/2017 - 12/31/2017, Every day, Daily Average",1816,1276,2583
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2677,507681 (2677),"9/30/2017 - 12/31/2017, Every day, Daily Average",1718,1240,2378
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2687,507714 (2687),"9/30/2017 - 12/31/2017, Every day, Daily Average",1833,1266,2653
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2713,507711 (2713),"9/30/2017 - 12/31/2017, Every day, Daily Average",1790,1232,2598
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2718,910842 (2718),"9/30/2017 - 12/31/2017, Every day, Daily Average",2532,2041,3139
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2720,910811 (2720),"9/30/2017 - 12/31/2017, Every day, Daily Average",2284,1803,2892
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2722,507713 (2722),"9/30/2017 - 12/31/2017, Every day, Daily Average",1730,1312,2280
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2745,910843 (2745),"9/30/2017 - 12/31/2017, Every day, Daily Average",2328,1852,2925
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2747,508422 (2747),"9/30/2017 - 12/31/2017, Every day, Daily Average",2609,1974,3447
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2756,508062 (2756),"9/30/2017 - 12/31/2017, Every day, Daily Average",2270,1681,3064
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2771,910835 (2771),"9/30/2017 - 12/31/2017, Every day, Daily Average",2129,1684,2691
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2786,507642 (2786),"9/30/2017 - 12/31/2017, Every day, Daily Average",1712,1191,2458
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2789,507652 (2789),"9/30/2017 - 12/31/2017, Every day, Daily Average",1829,1171,2855
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2814,508065 (2814),"9/30/2017 - 12/31/2017, Every day, Daily Average",2210,1628,2999
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2827,910834 (2827),"9/30/2017 - 12/31/2017, Every day, Daily Average",2306,1815,2928
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2830,910851 (2830),"9/30/2017 - 12/31/2017, Every day, Daily Average",2313,1825,2930
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2832,508412 (2832),"9/30/2017 - 12/31/2017, Every day, Daily Average",2300,1858,2846
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2836,508430 (2836),"9/30/2017 - 12/31/2017, Every day, Daily Average",2742,2032,3699
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2837,507641 (2837),"9/30/2017 - 12/31/2017, Every day, Daily Average",1700,1170,2468
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2850,910864 (2850),"9/30/2017 - 12/31/2017, Every day, Daily Average",2271,1829,2818
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2858,508264 (2858),"9/30/2017 - 12/31/2017, Every day, Daily Average",2553,1884,3459
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2860,508411 (2860),"9/30/2017 - 12/31/2017, Every day, Daily Average",2286,1821,2869
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2862,507655 (2862),"9/30/2017 - 12/31/2017, Every day, Daily Average",1612,1126,2307
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2872,508066 (2872),"9/30/2017 - 12/31/2017, Every day, Daily Average",2223,1631,3028
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2874,910833 (2874),"9/30/2017 - 12/31/2017, Every day, Daily Average",2226,1771,2797
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2883,508252 (2883),"9/30/2017 - 12/31/2017, Every day, Daily Average",2524,1885,3378
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2886,508416 (2886),"9/30/2017 - 12/31/2017, Every day, Daily Average",2580,1938,3433
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2887,507601 (2887),"9/30/2017 - 12/31/2017, Every day, Daily Average",1619,1107,2365
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2888,508402 (2888),"9/30/2017 - 12/31/2017, Every day, Daily Average",2197,1702,2835
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2895,507583 (2895),"9/30/2017 - 12/31/2017, Every day, Daily Average",1668,1244,2236
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2899,507591 (2899),"9/30/2017 - 12/31/2017, Every day, Daily Average",1613,1263,2058
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2901,507581 (2901),"9/30/2017 - 12/31/2017, Every day, Daily Average",1683,1205,2350
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2902,507590 (2902),"9/30/2017 - 12/31/2017, Every day, Daily Average",1649,1176,2310
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2912,508415 (2912),"9/30/2017 - 12/31/2017, Every day, Daily Average",2457,1864,3238
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2916,508401 (2916),"9/30/2017 - 12/31/2017, Every day, Daily Average",2211,1708,2860
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2919,508442 (2919),"9/30/2017 - 12/31/2017, Every day, Daily Average",2729,2019,3687
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2921,507550 (2921),"9/30/2017 - 12/31/2017, Every day, Daily Average",1597,1091,2337
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2923,508451 (2923),"9/30/2017 - 12/31/2017, Every day, Daily Average",2468,1857,3278
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2925,508404 (2925),"9/30/2017 - 12/31/2017, Every day, Daily Average",2162,1597,2926
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2927,910831 (2927),"9/30/2017 - 12/31/2017, Every day, Daily Average",2159,1744,2671
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2928,508381 (2928),"9/30/2017 - 12/31/2017, Every day, Daily Average",2456,1809,3333
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2930,910861 (2930),"9/30/2017 - 12/31/2017, Every day, Daily Average",2469,1984,3072
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2934,507562 (2934),"9/30/2017 - 12/31/2017, Every day, Daily Average",1532,1057,2219
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2935,507552 (2935),"9/30/2017 - 12/31/2017, Every day, Daily Average",1772,1200,2615
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2936,507575 (2936),"9/30/2017 - 12/31/2017, Every day, Daily Average",1675,1173,2391
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",2937,507574 (2937),"9/30/2017 - 12/31/2017, Every day, Daily Average",1673,1145,2443
